,Year,Kilometers_Driven,Owner_Type,Seats,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
3968,2010,76000,1,7.0,11.5,2982.0,171.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3712,2013,26000,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2061,2012,60000,1,5.0,16.8,1497.0,118.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1200,2017,36884,1,5.0,13.0,2143.0,204.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2607,2017,26400,1,5.0,23.1,998.0,67.04,0,0,0,0,1,0,0,0,0,0,0,0,1,1
416,2012,143017,1,5.0,20.0,1968.0,138.1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
454,2013,69000,1,7.0,12.55,2982.0,169.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2129,2012,60000,1,5.0,21.9,1396.0,90.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
908,2017,63770,1,5.0,19.67,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1329,2016,60475,1,5.0,18.0,1497.0,117.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
788,2004,77757,2,10.0,13.1,2446.0,75.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
5157,2016,29647,1,5.0,20.14,1498.0,88.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3972,2017,25000,1,5.0,13.33,2993.0,255.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3732,2013,41500,2,5.0,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2696,2016,28414,1,5.0,17.0,1497.0,118.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4874,2014,40206,1,5.0,19.01,1461.0,108.5,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3186,2008,35268,2,5.0,0.0,1086.0,62.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1561,2016,54000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
1363,2013,62000,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4507,2015,13000,1,5.0,16.55,1968.0,140.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5267,2014,69000,1,5.0,22.7,1498.0,89.84,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3407,2016,50000,1,7.0,24.52,1248.0,88.5,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4095,2010,58000,1,5.0,16.46,2993.0,258.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5782,2018,29091,1,5.0,13.22,2967.0,241.4,0,0,1,0,0,0,0,0,0,0,1,0,0,0
5550,2010,69918,1,5.0,15.5,1586.0,103.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4717,2011,43000,1,5.0,18.06,1198.0,75.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
330,2016,45000,1,5.0,24.3,1248.0,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3220,2013,64000,1,5.0,23.59,1364.0,67.06,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2261,2019,9312,1,5.0,18.0,2987.0,258.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1196,2012,78000,2,5.0,18.6,1199.0,79.4,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4737,2017,23977,1,5.0,18.16,1196.0,86.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2367,2007,71600,2,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5351,2014,48000,1,5.0,23.1,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,1
576,2018,52010,1,5.0,25.2,1248.0,74.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4811,2015,50000,1,5.0,17.68,1968.0,174.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5413,2012,32510,2,5.0,20.0,1399.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2948,2017,61108,1,7.0,10.91,3198.0,197.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4970,2012,65349,1,5.0,20.92,998.0,67.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
5770,2003,132000,1,5.0,18.7,1896.0,66.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4655,2011,66000,1,5.0,15.04,1598.0,103.6,0,0,0,0,0,0,0,0,1,0,0,0,1,1
901,2007,60000,2,5.0,18.2,1061.0,64.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
1156,2014,30000,2,5.0,16.8,1497.0,116.3,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2232,2011,42500,1,5.0,18.33,1968.0,167.7,0,0,0,0,0,0,0,1,0,0,1,0,0,0
3182,2015,58000,1,5.0,25.8,1498.0,98.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5107,2013,72000,1,5.0,14.16,1968.0,174.3,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2826,2017,26877,1,5.0,24.0,1186.0,73.97,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2853,2015,75000,1,8.0,12.99,2494.0,100.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2436,2014,47052,1,7.0,20.77,1248.0,88.76,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4673,2018,11000,1,5.0,24.3,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2319,2017,25000,1,5.0,28.09,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
663,2012,146824,1,5.0,21.1,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5857,2007,66800,1,5.0,15.3,1341.0,83.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1504,2013,34834,1,5.0,14.0,796.0,35.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2307,2011,143354,2,7.0,16.0,1997.0,140.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
544,2016,100200,1,7.0,11.36,2755.0,171.5,0,0,0,0,0,0,0,0,0,0,1,0,0,0
983,2008,176000,2,8.0,10.5,2179.0,120.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
679,2011,109000,1,5.0,12.39,2179.0,147.51,0,1,0,0,0,0,0,0,0,0,1,0,0,0
5802,2007,91000,2,5.0,15.6,1896.0,106.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5341,2018,52827,1,5.0,12.7,2179.0,187.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4987,2015,80500,1,5.0,25.0,1396.0,69.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1370,2017,22000,1,5.0,18.88,999.0,123.24,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2456,2016,44001,1,5.0,18.12,1995.0,190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2309,2014,29202,1,5.0,33.54,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,0,1
3718,2011,63000,1,5.0,13.4,1997.0,135.1,0,0,0,0,0,1,0,0,0,0,0,0,1,0
1654,2011,108242,1,5.0,16.8,1493.0,110.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3428,2017,42646,1,5.0,19.6,1461.0,108.45,0,0,1,0,0,0,0,0,0,0,1,0,0,0
632,2011,64357,1,5.0,24.07,998.0,67.1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2895,2014,32500,2,5.0,21.1,1197.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
191,2013,50000,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
194,2017,29000,2,7.0,17.45,1493.0,100.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
560,2012,60271,1,7.0,13.6,2523.0,63.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4419,2017,17000,1,5.0,22.5,998.0,67.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3736,2017,8000,1,5.0,20.51,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2279,2014,48000,2,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
35,2009,83816,2,5.0,14.0,1061.0,64.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2825,2011,95995,1,5.0,18.48,1995.0,177.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4954,2011,67422,2,5.0,14.53,1798.0,138.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
806,2017,43000,2,5.0,22.54,1396.0,88.73,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5749,2004,81500,2,5.0,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
332,2014,133944,2,5.0,18.0,1248.0,75.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3735,2018,22000,1,5.0,15.26,1798.0,187.74,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5363,2011,60634,1,5.0,19.81,1086.0,68.05,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2714,2012,38214,2,5.0,18.5,1197.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
3696,2014,87652,2,5.0,14.16,1968.0,174.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1274,2009,27078,1,4.0,10.98,1984.0,114.4,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2015,2011,62000,1,5.0,19.81,1086.0,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3488,2016,27000,1,5.0,21.76,1995.0,190.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
718,2014,35214,2,5.0,23.1,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,0
4143,2013,32576,1,5.0,19.5,1199.0,88.76,0,0,0,0,0,0,0,1,0,0,0,0,1,1
3961,2015,50000,1,5.0,16.36,2179.0,187.7,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4650,2013,74000,1,7.0,14.66,2199.0,194.3,0,0,0,0,0,1,0,0,0,0,1,0,0,1
4167,2013,37000,1,5.0,20.0,2143.0,107.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
239,2016,34000,1,5.0,28.09,1248.0,88.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3261,2014,64000,1,5.0,21.9,1396.0,90.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2504,2011,83000,2,5.0,20.54,1598.0,103.6,0,0,0,0,0,0,0,0,1,0,1,0,0,1
1022,2010,49000,1,5.0,19.27,2143.0,170.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2933,2016,30000,1,5.0,23.1,998.0,67.04,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3158,2012,63000,2,5.0,11.49,4367.0,335.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2085,2013,68000,1,7.0,25.47,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
696,2012,37000,2,4.0,13.6,1598.0,181.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1845,2017,37024,1,5.0,17.01,1582.0,126.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
497,2015,76427,1,5.0,19.01,1461.0,108.45,0,0,1,0,0,0,0,0,0,0,1,0,0,1
225,2012,41284,1,5.0,20.0,1399.0,68.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1
389,2013,53000,1,5.0,14.0,1061.0,64.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4204,2016,6000,1,5.0,20.63,1198.0,67.06,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5115,2012,40471,2,5.0,16.2,2993.0,235.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1611,2012,137008,1,4.0,18.1,1991.0,147.9,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2516,2014,87000,1,5.0,20.45,1461.0,83.8,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1315,2013,60000,1,7.0,12.99,2494.0,100.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3918,2014,68598,1,5.0,19.01,1461.0,108.45,0,0,0,0,0,0,1,0,0,0,1,0,0,1
4429,2013,68880,1,5.0,16.95,1498.0,97.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1502,2017,30279,1,5.0,26.1,1498.0,99.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
5571,2013,26200,1,5.0,30.46,796.0,47.3,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3045,2012,23152,1,5.0,15.6,1196.0,70.02,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1221,2012,50000,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
1606,2017,23576,1,5.0,18.9,1197.0,82.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
845,2016,32700,1,5.0,19.4,1198.0,86.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1860,2002,63000,3,10.0,13.1,2446.0,75.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1495,2014,25000,1,5.0,12.19,2967.0,236.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4083,2013,53213,1,5.0,19.81,1086.0,68.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1
3902,2013,58581,1,5.0,19.4,1198.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
3050,2013,83327,1,5.0,19.3,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3784,2016,33415,1,5.0,16.78,1496.0,88.73,0,0,1,0,0,0,0,0,0,0,0,0,1,1
935,2014,95000,2,8.0,12.8,2494.0,102.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
3801,2014,45000,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2182,2014,58000,1,5.0,17.68,1968.0,174.33,0,0,0,1,0,0,0,0,0,0,1,0,0,0
1800,2013,255000,3,7.0,12.99,2494.0,100.6,0,0,0,0,0,0,0,0,0,1,1,0,0,1
392,2013,56000,1,5.0,16.73,2993.0,218.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4758,2014,52431,1,5.0,22.5,998.0,67.04,0,0,0,0,0,0,1,0,0,0,0,0,1,1
333,2013,57000,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5726,2014,51240,1,4.0,8.2,2993.0,245.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4505,2010,63067,2,5.0,15.5,1586.0,103.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1528,2011,71000,1,5.0,20.51,998.0,67.04,0,0,0,0,0,0,0,0,0,1,0,0,1,1
591,2017,38056,1,5.0,23.9,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
286,2012,45275,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1626,2016,18094,2,5.0,18.6,1197.0,85.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4573,2017,72668,1,7.0,14.24,2755.0,174.5,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1219,2018,23714,1,5.0,21.4,1197.0,83.1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
5645,2014,52000,1,5.0,19.1,1197.0,81.86,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2344,2013,83432,1,5.0,17.0,1497.0,118.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4534,2012,85000,3,5.0,17.05,1995.0,184.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
700,2016,53000,1,5.0,19.01,1461.0,108.5,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4463,2015,80000,1,5.0,20.14,1498.0,88.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4558,2004,119859,1,5.0,13.0,2987.0,210.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
5032,2012,150000,1,5.0,21.64,1461.0,84.8,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4108,2014,75000,1,5.0,26.0,1498.0,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4103,2016,57932,1,5.0,20.4,1197.0,81.8,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4303,2013,90000,1,5.0,22.7,1498.0,89.84,1,0,0,0,0,0,0,0,0,0,1,0,0,1
1369,2017,148000,1,5.0,23.4,1248.0,74.0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5286,2016,82725,1,5.0,14.28,1798.0,138.03,0,0,1,0,0,0,0,0,0,0,0,0,1,0
302,2000,158000,2,7.0,14.07,2956.0,83.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
320,2011,79152,2,5.0,18.5,1197.0,82.85,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5437,2015,46162,1,5.0,22.54,1396.0,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3030,2016,135000,1,5.0,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
289,2010,109000,2,7.0,12.99,2494.0,100.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3722,2016,56628,1,5.0,20.4,1248.0,92.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
3996,2016,54253,1,5.0,14.67,1798.0,177.46,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5283,2013,75995,2,5.0,11.49,4367.0,335.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3970,2016,69681,1,5.0,17.0,1197.0,80.0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
1444,2009,74000,1,5.0,15.5,1896.0,105.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1810,2018,1800,1,5.0,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1351,2012,70707,1,5.0,22.32,1582.0,126.32,0,0,0,1,0,0,0,0,0,0,1,0,0,1
5656,2012,29000,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5277,2011,60000,1,5.0,11.74,1796.0,186.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
1398,2012,131000,1,7.0,12.99,2494.0,100.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5505,2003,125000,2,5.0,18.9,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1044,2009,35000,1,5.0,19.7,796.0,46.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
4282,2016,33690,1,5.0,14.28,1798.0,138.03,0,0,1,0,0,0,0,0,0,0,0,0,1,1
4209,2012,54000,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,1,0,0,0,1,1
354,2018,26200,1,5.0,24.7,796.0,47.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2086,2016,29022,2,5.0,15.68,1999.0,177.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
3867,2011,24000,1,5.0,17.0,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
4290,2016,39000,1,5.0,17.8,1497.0,117.3,0,0,0,0,0,0,0,1,0,0,0,0,1,1
598,2013,64000,1,5.0,22.07,1199.0,73.9,0,0,0,1,0,0,0,0,0,0,1,0,0,1
4139,2014,98000,1,5.0,22.9,1248.0,74.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
5459,2011,86000,1,5.0,20.36,1197.0,78.9,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2774,2017,25000,1,5.0,17.21,1197.0,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
1979,2005,66000,1,5.0,14.0,1061.0,64.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
582,2018,1331,1,5.0,14.28,1798.0,138.03,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1785,2013,64000,2,5.0,17.3,1998.0,163.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4908,2014,71300,1,5.0,13.06,1598.0,102.53,0,0,0,0,0,0,0,0,1,0,0,0,1,1
536,2007,51000,1,5.0,13.5,1799.0,130.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2869,2010,127510,2,5.0,19.0,1248.0,90.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1565,2014,61000,2,5.0,16.96,1968.0,138.03,0,0,0,0,0,0,0,0,1,0,1,0,0,0
295,2015,48000,1,5.0,17.9,2143.0,136.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3640,2013,63000,1,5.0,16.47,1198.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
1479,2014,194000,1,8.0,12.99,2494.0,100.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
1255,2015,66339,2,5.0,25.1,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2059,2017,25601,1,5.0,17.9,2143.0,201.15,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1829,2014,48800,1,5.0,19.1,1197.0,85.8,0,0,0,0,0,0,0,1,0,0,0,0,1,1
5388,2010,34000,1,5.0,11.7,1796.0,178.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2430,2010,62004,2,5.0,14.67,1798.0,177.46,0,0,0,0,0,0,0,0,1,0,0,0,1,0
963,2015,63983,1,5.0,19.27,2143.0,170.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4256,2011,20575,1,5.0,19.0,998.0,67.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
4984,2012,62000,2,5.0,20.5,1598.0,103.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2478,2010,30000,1,5.0,18.6,1199.0,79.4,0,0,0,0,0,0,0,1,0,0,0,0,1,1
1720,2007,220000,2,5.0,11.74,1796.0,186.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4281,2012,111000,1,5.0,23.59,1364.0,67.1,0,0,0,0,0,0,0,0,0,1,1,0,0,1
993,2014,67000,1,5.0,23.0,1396.0,90.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
3479,2017,36824,1,5.0,18.53,1968.0,187.74,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3553,2013,123000,2,5.0,17.8,1399.0,67.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
3229,2012,73670,1,7.0,12.83,2696.0,162.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2567,2016,60000,1,5.0,19.87,1461.0,83.8,0,0,0,0,0,0,0,0,0,1,1,0,0,1
193,2014,90000,1,5.0,19.87,1461.0,83.8,0,0,0,1,0,0,0,0,0,0,1,0,0,1
198,2010,70500,1,5.0,15.64,1193.0,64.1,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3503,2013,63210,1,5.0,24.0,1120.0,70.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2438,2012,79000,1,7.0,12.07,2967.0,241.4,0,0,0,0,1,0,0,0,0,0,1,0,0,0
256,2016,28000,1,5.0,19.67,1582.0,126.2,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2068,2017,59450,1,5.0,18.6,1197.0,81.86,0,0,1,0,0,0,0,0,0,0,0,0,1,1
5233,2016,73000,1,7.0,13.68,2393.0,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
4242,2009,147000,1,7.0,12.99,2494.0,100.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
5523,2016,35000,1,5.0,17.01,1591.0,121.3,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4016,2013,100000,1,5.0,16.8,1497.0,116.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
5237,2014,15000,1,5.0,16.47,1198.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
1796,2018,46493,1,5.0,18.9,1197.0,81.86,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2282,2015,56900,1,5.0,20.14,1498.0,88.8,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3225,2015,82000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
38,2013,85000,1,5.0,11.74,2987.0,254.8,0,0,0,0,0,0,0,0,0,1,1,0,0,0
510,2017,31696,1,5.0,20.4,1197.0,81.8,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2498,2011,166000,1,8.0,12.99,2494.0,100.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
673,2013,62084,1,5.0,22.77,1498.0,98.59,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2812,2011,68439,1,5.0,23.0,1396.0,90.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
400,2017,9000,1,7.0,15.4,1497.0,117.3,0,0,0,0,0,0,0,0,0,1,0,0,1,1
123,2013,89900,1,5.0,26.6,998.0,58.16,0,0,0,0,0,0,0,0,0,1,0,0,0,1
5219,2015,41000,1,5.0,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3761,2013,57000,1,7.0,12.83,2696.0,162.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
757,2013,37000,1,5.0,20.0,2143.0,107.3,0,0,0,0,0,0,0,0,1,0,1,0,0,0
1474,2018,39927,1,7.0,12.55,2982.0,168.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3569,2013,45000,2,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,1,0,0,1,1
3558,2016,22000,1,5.0,19.5,1582.0,126.24,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1033,2007,103000,1,7.0,13.93,2179.0,138.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3409,2012,80000,1,5.0,22.9,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
5439,2012,55339,1,5.0,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
5629,2015,48000,1,7.0,16.0,2179.0,140.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2325,2017,65000,1,7.0,25.47,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
3714,2014,48000,1,5.0,18.0,1198.0,86.7,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2212,2017,15544,1,5.0,21.4,1197.0,83.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
3871,2016,45000,1,5.0,14.21,2143.0,203.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4325,2009,160000,2,5.0,18.1,1493.0,110.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
4259,2015,50940,1,5.0,19.12,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
3563,2013,11000,1,5.0,19.4,1198.0,86.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1
56,2017,16542,1,5.0,25.17,799.0,53.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
335,2015,30717,2,5.0,21.76,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
170,2013,21000,2,5.0,14.4,1598.0,103.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2796,2016,51806,1,5.0,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
886,2017,40318,1,5.0,14.16,1968.0,174.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
561,2017,45366,1,5.0,25.1,1498.0,98.6,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3621,2017,14000,1,5.0,14.8,1497.0,121.36,0,0,0,0,0,0,0,0,0,1,0,0,1,0
